Institution,Gender,Height_inches,On_Campus,Total_Credits,Expected_Grade,Course_Confidence,Course_Conf_Value,Like_Math,Like_Math_Value,Optimistic,Optimistic_Value,Smartphone_Type,Number_Siblings,Access_to_Car,Commute_Distance_Miles,Getting_Ready_Minutes,Number_Pets,TV_Hours,Weekly_Work_Hours,Number_Countries,Number_US_States,Tattoos,Number_Piercings,Number_Social_Media,Number_Extra_Curric,Highschool_GPA,Smoker,Legal_Drink_Age,Awards
U1,Female,68,Yes,16,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,4,"Yes, I regularly have a car to drive.",8,20,3,15,10,7,15,Yes,2,5,5,3.87,No,18,Nobel Prize
U1,Male,71,Yes,16,B,Neither confident nor not confident,3,Neither agree nor disagree,3,Somewhat disagree,2,Apple,1,"No, I do not regularly have a car to drive.",1,45,1,20,9,6,8,No,0,5,2,3.3,No,18,Nobel Prize
U1,Male,71,Yes,16,A,Very confident,5,Somewhat disagree,2,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",25,30,1,10,13,4,22,No,0,3,2,4.39,No,21,Nobel Prize
U1,Female,59,No,15,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Android,3,"No, I do not regularly have a car to drive.",90,30,0,4,30,3,4,No,2,2,1,4,No,18,Nobel Prize
U1,Male,74,No,17,A,Very confident,5,Somewhat disagree,2,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",12,45,0,10,0,4,3,No,0,0,1,3.52,No,21,Nobel Prize
U1,Female,61,Yes,15,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",0,25,2,16,2,3,10,No,2,2,4,3.4,No,18,Academy Award
U1,Female,65,No,13,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,5,"Yes, I regularly have a car to drive.",1,45,1,5,0,1,15,No,4,6,1,3.3,No,18,Olympic Gold Medal
U1,Female,63,Yes,16,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",0,20,1,4,0,2,10,No,2,6,4,3.89,No,18,Olympic Gold Medal
U1,Female,66,Yes,16,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",30,90,0,5,10,2,20,No,4,6,4,3.4,No,18,Nobel Prize
U1,Female,58,Yes,15,B,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",1,25,2,20,0,5,10,No,0,0,1,3.5,No,21,Nobel Prize
U1,Female,66,Yes,16,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,18,1,10,0,7,10,No,2,5,2,4.28,No,21,Olympic Gold Medal
U1,Male,71,Yes,15,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,20,11,2,0,2,10,No,0,5,3,4.1,No,18,Olympic Gold Medal
U1,Male,70,Yes,16,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,15,2,14,0,8,25,No,0,5,3,3.8,No,21,Olympic Gold Medal
U1,Female,64,Yes,16,A,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",22,35,0,3,0,25,13,No,4,5,4,3.75,No,18,Nobel Prize
U1,Male,69,No,12,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Android,1,"Yes, I regularly have a car to drive.",11,90,3,0,6,4,6,No,0,2,0,3.75,No,21,Nobel Prize
U1,Male,69,No,15,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",10,30,0,10,0,4,7,No,0,5,0,,No,21,Nobel Prize
U1,Male,72,Yes,16,A,Very confident,5,Somewhat disagree,2,Strongly agree,5,Apple,2,"No, I do not regularly have a car to drive.",0,20,0,10,0,4,15,No,0,3,2,4.2,No,18,Olympic Gold Medal
U1,Female,63,Yes,18,B,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,2,"No, I do not regularly have a car to drive.",0,90,1,5,0,3,,No,4,2,,3.2,No,18,Nobel Prize
U1,Female,64,No,16,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",1,90,2,30,10,7,7,Yes,4,7,1,3.75,No,18,Nobel Prize
U1,Female,62,Yes,13,B,Neither confident nor not confident,3,Neither agree nor disagree,3,Strongly agree,5,Apple,3,"No, I do not regularly have a car to drive.",0,50,0,7,15,2,10,No,2,4,1,3.25,No,18,Nobel Prize
U1,Female,64,Yes,15,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",1,40,0,10,0,12,12,No,2,6,2,3.7,No,18,Nobel Prize
U1,Female,65,Yes,16,A,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0,45,1,15,0,5,15,No,5,5,2,4.2,No,18,Academy Award
U1,Male,511,Yes,15,B,Somewhat confident,4,Somewhat disagree,2,Strongly disagree,1,Android,1,"No, I do not regularly have a car to drive.",0,30,0,1,0,1,10,No,0,1,0,4.2,No,18,Nobel Prize
U1,Female,68,Yes,12,B,Neither confident nor not confident,3,Strongly disagree,1,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,60,1,4,0,1,15,No,2,5,0,2.9,No,18,Academy Award
U1,Female,68,Yes,16,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,30,2,7,0,3,12,No,2,4,2,3.97,No,18,Olympic Gold Medal
U3,Female,68,No,7,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat disagree,2,Apple,1,"Yes, I regularly have a car to drive.",4.3,15,0,10,0,8,8,No,0,4,1,3.5,No,21,Nobel Prize
U3,Male,72,No,13,B,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",10,20,0,3,40,5,5,No,0,2,3,3.25,Yes,16,Nobel Prize
U3,Male,68,No,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Android,3,"Yes, I regularly have a car to drive.",38,60,0,15,0,3,12,Yes,2,2,0,2.3,No,20,Olympic Gold Medal
U3,Female,63,No,13,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",9,30,1,20,20,9,26,Yes,7,7,2,3.75,No,18,Nobel Prize
U3,Male,72,No,12,A,Very confident,5,Strongly agree,5,Strongly agree,5,Do not own a smartphone,2,"Yes, I regularly have a car to drive.",10,30,0,5,15,3,10,No,0,5,3,3.5,No,21,Olympic Gold Medal
U3,Female,60,No,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",12,45,1,5,10,2,6,No,2,3,1,3.6,No,21,Olympic Gold Medal
U3,Female,60,No,7,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,6,"Yes, I regularly have a car to drive.",10,75,0,10,36,7,10,Yes,8,2,2,3,No,25,Nobel Prize
U3,Female,59,No,12,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",,60,0,4,0,6,5,No,2,6,,,No,21,Nobel Prize
U3,Female,56,No,10,B,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,7,"Yes, I regularly have a car to drive.",25,60,2,10,32,1,5,Yes,7,4,1,3.5,No,21,Nobel Prize
U3,Female,65,No,11,B,Very confident,5,Strongly disagree,1,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",20,60,0,5,40,1,5,Yes,2,2,0,2.5,No,21,Nobel Prize
U3,Male,72,No,13,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",8.4,60,1,3,15,2,13,No,0,2,1,3.1,No,18,Nobel Prize
U3,Prefer not to say,60,No,13,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Android,0,"No, I do not regularly have a car to drive.",4,30,0,2,30,6,3,No,0,0,2,3.8,No,21,Nobel Prize
U3,Male,67,No,13,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",14,15,0,1,40,2,6,Yes,0,4,1,3.3,No,21,Nobel Prize
U3,Female,62,No,12,A,Neither confident nor not confident,3,Neither agree nor disagree,3,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",12,75,1,3,40,1,5,No,5,5,3,3.63,No,18,Academy Award
U3,Female,64,No,13,B,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",1.8,30,2,20,30,6,16,Yes,2,6,0,3.4,No,21,Academy Award
U3,Male,72,No,7,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,7,"No, I do not regularly have a car to drive.",4,10,1,50,4,2,19,No,0,2,1,1.98,No,18,Nobel Prize
U3,Female,55,No,7,B,Neither confident nor not confident,3,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",8,30,2,8,40,2,15,No,3,4,1,3,No,21,Academy Award
U3,Female,64,No,5,B,Neither confident nor not confident,3,Somewhat agree,4,Neither agree nor disagree,3,Apple,6,"No, I do not regularly have a car to drive.",15,15,0,12,0,3,5,No,0,5,0,3.25,No,21,Academy Award
U3,Male,71,No,7,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Do not own a smartphone,5,"No, I do not regularly have a car to drive.",15,30,0,7,0,1,5,No,0,2,0,3.25,No,21,Olympic Gold Medal
U4,Female,66,No,6,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Android,3,"Yes, I regularly have a car to drive.",4,60,6,3,25,14,19,No,4,2,0,2,No,18,Nobel Prize
U4,Male,67,No,9,C,Neither confident nor not confident,3,Somewhat disagree,2,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",25,30,1,7,40,3,10,No,0,2,1,4,No,18,Nobel Prize
U4,Female,60,No,12,A,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",10,40,0,0,20,1,4,No,5,5,1,3.8,No,21,Nobel Prize
U4,Female,68,No,9,A,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Android,4,"Yes, I regularly have a car to drive.",8,60,0,15,43.5,1,5,Yes,2,5,0,3.3,No,21,Academy Award
U4,Female,65,No,13,B,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,5,"Yes, I regularly have a car to drive.",10,60,3,7,29,3,7,No,0,4,0,3.5,No,21,Nobel Prize
U4,Male,511,No,7,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Android,2,"No, I do not regularly have a car to drive.",10,30,1,10,25,1,3,No,0,0,0,3.25,No,18,Nobel Prize
U4,Male,69,No,10,C,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",60,45,2,10,25,1,8,Yes,0,1,0,3,No,21,Olympic Gold Medal
U4,Female,63,No,6,B,Neither confident nor not confident,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,3,"Yes, I regularly have a car to drive.",15,45,1,10,40,7,20,No,2,1,0,,No,21,Nobel Prize
U4,Female,57,No,3,B,Somewhat confident,4,Strongly disagree,1,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",15,90,2,4,20,1,25,No,1,7,3,3.75,No,21,Olympic Gold Medal
U1,Female,61,No,12,A,Very confident,5,Neither agree nor disagree,3,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",14,60,0,8,4,3,2,No,2,0,0,3.24,No,21,Nobel Prize
U4,Female,62,No,13,B,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",19,45,4,3,20,4,18,No,5,5,0,3.75,No,19,Nobel Prize
U4,Male,67,No,13,A,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,6,"Yes, I regularly have a car to drive.",10,75,1,4,19,2,30,No,0,5,3,4,No,21,Olympic Gold Medal
U4,Female,63,No,16,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Android,2,"No, I do not regularly have a car to drive.",10,30,7,3,40,1,10,Yes,5,5,0,3.5,No,25,Nobel Prize
U4,Male,66,No,8,A,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",1,50,1,20,40,15,40,No,0,15,2,3.65,No,21,Nobel Prize
U4,Female,64,No,10,B,Somewhat confident,4,Strongly disagree,1,Strongly agree,5,Android,2,"Yes, I regularly have a car to drive.",10,90,1,5,48,1,18,Yes,2,5,0,3,No,21,Nobel Prize
U4,Female,65,No,13,A,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",10,20,3,10,40,2,9,No,2,4,2,3.91,No,18,Nobel Prize
U4,Female,65,No,9,A,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",5,20,1,10,38,9,15,No,2,4,0,3.88,No,18,Nobel Prize
U4,Male,53,No,14,A,Very confident,5,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",30,5,2,0,25,1,50,No,0,1,1,4,No,18,Nobel Prize
U4,Female,64,No,13,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,7,"Yes, I regularly have a car to drive.",7,45,1,2,28,2,7,Yes,4,5,2,2.8,No,18,Olympic Gold Medal
U4,Male,80,No,12,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",5,20,2,10,20,0,0,Yes,0,3,0,3,No,21,Nobel Prize
U4,Female,61.5,No,7,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",18,20,0,4,0,1,4,No,5,5,1,3.5,No,18,Nobel Prize
U4,Male,61,No,16,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,2,"No, I do not regularly have a car to drive.",9,20,1,3,0,1,16,No,0,2,0,3.1,No,18,Olympic Gold Medal
U4,Female,65,No,15,A,Very confident,5,Somewhat agree,4,Somewhat disagree,2,Apple,2,"Yes, I regularly have a car to drive.",5,40,4,21,16,2,7,Yes,8,4,1,3.75,No,20,Nobel Prize
U4,Female,59,No,12,A,Very confident,5,Somewhat agree,4,Neither agree nor disagree,3,Android,1,"Yes, I regularly have a car to drive.",4,60,5,2,30,6,49,No,9,5,1,4.32,No,25,Nobel Prize
U4,Female,67,No,12,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Android,2,"Yes, I regularly have a car to drive.",3,30,2,35,40,2,12,Yes,2,2,1,3,No,18,Academy Award
U4,Male,74,Yes,12,B,Somewhat confident,4,Strongly disagree,1,Strongly disagree,1,Apple,1,"Yes, I regularly have a car to drive.",20,87,2,6,45,1,17,No,0,5,1.5,3.65,No,13,Olympic Gold Medal
U4,Male,75,No,17,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",15,30,0,15,40,2,14,Yes,6,4,1,3.33,No,18,Academy Award
U4,Male,68,No,6,C,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",20,15,0,6,15,1,12,No,0,5,2,3,No,21,Academy Award
U4,Female,64,No,15,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",19,30,1,5,25,2,17,No,5,4,3,3.9,No,18,Olympic Gold Medal
U4,Male,511,No,14,A,Neither confident nor not confident,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",1.5,30,1,20,10,1,5,No,0,4,0,2.75,No,19,Olympic Gold Medal
U1,Male,69,Yes,16,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",0.5,30,1,5,0,5,18,No,0,3,3,4.2,No,21,Nobel Prize
U4,Male,72,No,13,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Android,2,"Yes, I regularly have a car to drive.",20,24,1,2,24,3,5,Yes,0,4,0,3.4,No,19,Nobel Prize
U4,Female,53,No,9,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,0,"Yes, I regularly have a car to drive.",2,30,2,2,40,2,4,No,1,2,0,2.5,No,18,Academy Award
U4,Male,69,No,12,B,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,0,"Yes, I regularly have a car to drive.",10,30,2,5,30,1,7,No,0,4,0,3,No,21,Olympic Gold Medal
U4,Female,69,No,12,C,Somewhat not confident,2,Strongly disagree,1,Strongly disagree,1,Apple,1,"Yes, I regularly have a car to drive.",2,20,6,20,42,4,32,Yes,8,5,0,3.56,Yes,18,Olympic Gold Medal
U1,Male,69,No,13,B,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Android,2,"No, I do not regularly have a car to drive.",2,15,1,15,30,2,10,Yes,0,3,2,3.3,No,18,Olympic Gold Medal
U1,Female,64,No,16,B,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,0,"No, I do not regularly have a car to drive.",1,25,2,4,6,7,11,Yes,5,3,1,3.44,No,18,Nobel Prize
U1,Female,69,Yes,15,B,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",44,30,1,10,0,3,9,No,2,3,2,3.5,No,21,Olympic Gold Medal
U1,Male,68,No,17,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",1,40,4,6,10,2,15,Yes,0,5,1,3.78,No,18,Olympic Gold Medal
U1,Female,67,Yes,17,B,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",1,90,0,5,0,7,15,No,4,4,4,3.8,No,21,Nobel Prize
U1,Male,74,Yes,16,A,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,3,"Yes, I regularly have a car to drive.",0,25,0,1,4,4,8,No,0,4,2,4.6,No,18,Olympic Gold Medal
U1,Female,65,No,13,A,Very confident,5,Strongly disagree,1,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",2,20,1,5,0,2,10,No,3,5,2,3.86,No,18,Olympic Gold Medal
U1,Male,71,No,13,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0.5,30,1,5,20,2,10,No,0,5,0,3.42,No,18,Nobel Prize
U1,Male,75,No,14,A,Somewhat confident,4,Strongly disagree,1,Strongly disagree,1,Apple,2,"Yes, I regularly have a car to drive.",0,20,1,6,0,4,20,No,0,4,2,3.6,No,18,Olympic Gold Medal
U1,Female,64,Yes,15,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",0,60,1,2,0,1,11,No,8,3,1,3.94,No,19,Olympic Gold Medal
U1,Female,64,Yes,16,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,45,0,20,10,15,4,Yes,5,4,3,3.97,No,20,Academy Award
U1,Female,64,Yes,5,B,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,2,"No, I do not regularly have a car to drive.",10,60,3,5,20,7,6,No,7,5,1,3,No,21,Olympic Gold Medal
U1,Female,67,No,16,A,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,4,"Yes, I regularly have a car to drive.",0.5,15,1,6,0,8,20,No,2,4,2,3.68,No,21,Nobel Prize
U1,Male,66,No,15,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,30,1,6,0,6,18,No,0,6,1,3.5,No,18,Olympic Gold Medal
U1,Female,68,Yes,14,B,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",30,30,1,15,20,3,15,Yes,2,6,1,3.67,No,18,Nobel Prize
U1,Male,74,No,18,B,Neither confident nor not confident,3,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,0,"Yes, I regularly have a car to drive.",0,60,0,3,18,6,30,No,0,4,2,3,No,18,Olympic Gold Medal
U1,Female,66,No,15,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,30,4,10,0,1,7,No,3,5,3,3.75,No,20,Nobel Prize
U1,Female,62,Yes,14,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,3,"No, I do not regularly have a car to drive.",1,60,0,4,0,4,14,No,2,6,5,3.7,No,21,Academy Award
U1,Female,64,No,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",12,60,0,2,17,5,12,No,4,5,2,3.3,No,18,Nobel Prize
U1,Female,56,Yes,14,A,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,120,2,5,24,3,10,Yes,5,5,1,3.6,No,18,Olympic Gold Medal
U1,Female,67,No,15,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0.5,90,2,5,10,6,17,Yes,4,6,2,3.41,No,18,Nobel Prize
U1,Female,63,No,15,A,Somewhat confident,4,Strongly disagree,1,Somewhat disagree,2,Apple,1,"Yes, I regularly have a car to drive.",0,30,1,8,0,1,20,No,7,6,0,3,No,20,Academy Award
U1,Male,74,Yes,5,B,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",1,20,2,3,0,6,18,Yes,2,4,1,2.95,No,18,Olympic Gold Medal
U1,Female,68,No,19,A,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,0,"No, I do not regularly have a car to drive.",1,45,2,5,10,2,22,Yes,9,4,2,3.6,No,20,Nobel Prize
U4,Female,63,No,13,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",3,30,0,8,20,4,35,No,0,4,3,3.8,No,18,Olympic Gold Medal
U4,Male,69,No,13,B,Very confident,5,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",10,15,0,3,25,3,25,No,0,2,0,3.7,No,18,Olympic Gold Medal
U4,Male,72,No,12,A,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Android,7,"Yes, I regularly have a car to drive.",15,35,1,15,35,7,40,No,2,7,2,4.12,No,18,Academy Award
U4,Male,73,No,13,B,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",20,30,0,10,13,1,5,No,0,4,0,3.75,No,18,Olympic Gold Medal
U4,Male,72,No,15,A,Very confident,5,Strongly disagree,1,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",30,30,0,10,18,2,22,No,0,3,1,3.12,No,18,Olympic Gold Medal
U4,Female,65,No,16,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",12,15,4,,,4,20,No,4,2,,3.45,No,21,Nobel Prize
U4,Male,70,No,13,A,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",25,30,4,6,0,2,29,No,0,3,1,3,No,21,Nobel Prize
U4,Male,70,No,12,A,Very confident,5,Somewhat agree,4,Neither agree nor disagree,3,Apple,6,"Yes, I regularly have a car to drive.",10,30,2,7,40,18,5,No,5,6,0,3.25,No,21,Academy Award
U4,Male,73,No,13,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",20,60,1,8,0,5,6,No,0,2,2,3.7,No,21,Olympic Gold Medal
U4,Female,65,No,17,B,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Android,1,"Yes, I regularly have a car to drive.",11,30,2,10,20,2,9,No,9,3,1,3.22,No,18,Nobel Prize
U4,Female,67,No,6,B,Somewhat not confident,2,Neither agree nor disagree,3,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",29,90,4,4,10,10,20,No,2,5,2,4,No,18,Nobel Prize
U4,Female,62,No,13,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,6,"Yes, I regularly have a car to drive.",22,20,0,7,16,1,3,No,11,6,0,4.5,No,18,Nobel Prize
U4,Female,67,No,14,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",3,40,1,4,24,3,7,Yes,17,3,0,3.5,No,21,Nobel Prize
U4,Female,63,No,10,B,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",10,60,2,10,20,1,15,Yes,3,5,0,3.5,No,21,Nobel Prize
U4,Female,61,No,9,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Android,1,"Yes, I regularly have a car to drive.",15,60,2,5,30,3,10,No,2,8,0,4,No,18,Nobel Prize
U4,Female,61,No,9,A,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,0,"Yes, I regularly have a car to drive.",30,60,1,2,25,12,8,No,6,3,0,3.25,No,19,Academy Award
U4,Female,66,No,15,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,4,"Yes, I regularly have a car to drive.",15,45,1,10,25,1,12,No,4,4,1,3.75,No,21,Olympic Gold Medal
U4,Female,64,No,6,B,Very confident,5,Somewhat disagree,2,Somewhat disagree,2,Apple,4,"No, I do not regularly have a car to drive.",17,45,3,3,20,2,10,No,2,3,1,3,No,21,Nobel Prize
U4,Female,62,No,12,A,Somewhat confident,4,Somewhat agree,4,Somewhat disagree,2,Apple,3,"No, I do not regularly have a car to drive.",,75,0,12,27,2,2,No,0,2,2,3.8,No,21,Nobel Prize
U4,Male,74,No,13,A,Very confident,5,Somewhat disagree,2,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",15,60,0,7,0,2,35,No,3,4,3,2,No,23,Nobel Prize
U4,Female,66,No,9,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,3,"Yes, I regularly have a car to drive.",10,90,4,5,48,2,11,Yes,3,2,0,3.45,Yes,21,Nobel Prize
U4,Female,67,No,9,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,5,"Yes, I regularly have a car to drive.",7,1,0,0,20,2,3,No,0,1,1,3,No,0,Academy Award
U4,Male,70,No,12,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",8,30,4,6,20,1,12,No,0,3,3,3.4,No,18,Olympic Gold Medal
U1,Female,62,No,12,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,60,1,5,10,3,10,Yes,11,2,2,3.2,No,18,Nobel Prize
U1,Female,62,No,15,A,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",0.4,40,1,3,0,3,12,No,4,8,2,3.45,No,18,Nobel Prize
U1,Female,69,No,16,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",2,15,1,5,0,2,9,No,2,4,0,3.65,No,19,Nobel Prize
